Account,date,daily_pnl,trade_count,total_volume,side_bias,win_rate,classification,value,segment
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-06,-123.870122,9,20916.4,0.1111111111111111,0.0,Greed,72,Retail
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-06,0.0,20,33151.06,-0.5,0.0,Greed,72,Retail
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,0.0,45,480326.66,-1.0,0.0,Greed,72,Whale
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,514.886454,108,108996.49,0.12962962962962962,0.8421052631578947,Greed,72,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-12-06,7206.315268,59,1482566.5,0.3220338983050847,1.0,Greed,72,Whale
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-12-06,0.0,1,292.11,1.0,0.0,Greed,72,Retail
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-12-06,74999.848329,25,74999.89,-1.0,1.0,Greed,72,Retail
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-01-19,71393.964098,465,5306093.62,-0.5182795698924731,0.20535714285714285,Extreme Greed,77,Whale
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4842.054317,124,272092.55,-0.3064516129032258,1.0,Extreme Greed,77,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,102.504343,184,28651.9,-0.3695652173913043,0.8777777777777778,Extreme Greed,77,Retail
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-19,11437.823511999999,74,557438.11,-0.24324324324324326,1.0,Extreme Greed,77,Whale
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-19,-1584.55781,3,45815.23,-1.0,0.0,Extreme Greed,77,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,541.742729,27,23085.75,0.1111111111111111,1.0,Extreme Greed,77,Retail
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,1519.769822,30,117502.78,-0.3333333333333333,1.0,Extreme Greed,77,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-19,3253.260003,88,2215874.55,0.4318181818181818,1.0,Extreme Greed,77,Whale
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-19,0.0,12,3500.01,1.0,0.0,Extreme Greed,77,Retail
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-01-19,0.0,1,99.88,1.0,0.0,Extreme Greed,77,Retail
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-19,0.0,13,6607.42,-1.0,0.0,Extreme Greed,77,Retail
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-01-19,0.0,484,1015731.94,1.0,0.0,Extreme Greed,77,Whale
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-01-19,3867.854339,3,18934.89,-1.0,1.0,Extreme Greed,77,Retail
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-01-19,-7963.5855,30,75253.19,-0.2,0.0,Extreme Greed,77,Retail
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-19,512.9694489999999,29,28533.48,-0.7931034482758621,0.9230769230769231,Extreme Greed,77,Retail
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-01-20,40218.599998,51,479429.99,0.09803921568627451,1.0,Extreme Greed,76,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,608.885905,169,28690.59,0.3609467455621302,0.9583333333333334,Extreme Greed,76,Retail
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-20,1535.55008,82,688986.63,0.2682926829268293,0.36666666666666664,Extreme Greed,76,Whale
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-01-20,0.0,2,366.15999999999997,1.0,0.0,Extreme Greed,76,Retail
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-20,-401.2638,4,59796.659999999996,-0.5,0.0,Extreme Greed,76,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2262.94445,66,74679.35,0.42424242424242425,0.8409090909090909,Extreme Greed,76,Retail
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-2427.873799,43,111655.81999999999,-0.6744186046511628,0.0,Extreme Greed,76,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-01-20,7466.841136,194,5798129.04,0.3711340206185567,1.0,Extreme Greed,76,Whale
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-20,0.0,3,4999.92,1.0,0.0,Extreme Greed,76,Retail
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-20,16210.341667,409,683441.43,-0.07090464547677261,1.0,Extreme Greed,76,Whale
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-01-20,1876.265511,44,29668.59,-0.045454545454545456,0.95,Extreme Greed,76,Retail
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-01-20,0.0,1,2999.98,1.0,0.0,Extreme Greed,76,Retail
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-01-20,0.0,23,30145.64,1.0,0.0,Extreme Greed,76,Retail
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-01-20,24895.400898,33,143117.96,0.5757575757575758,1.0,Extreme Greed,76,Retail
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-01-20,-4968.452873,191,151219.25,0.1099476439790576,0.38823529411764707,Extreme Greed,76,Retail
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-02,76710.0,10,1858470.0,0.8,1.0,Greed,60,Whale
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,517,1443682.0,0.04448742746615087,0.9471544715447154,Greed,60,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,-1416.906536,91,120908.25,0.7582417582417582,0.3125,Greed,60,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,108,51360.13,0.5370370370370371,0.7105263157894737,Greed,60,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-02,0.0,30,762553.84,1.0,0.0,Greed,60,Whale
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-02,0.0,37,30974.56,-1.0,0.0,Greed,60,Retail
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-02,0.0,30,40000.12,-1.0,0.0,Greed,60,Retail
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-02,0.0,19,36931.96,1.0,0.0,Greed,60,Retail
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-02,1023.934713,60,64164.55,0.9333333333333333,0.9375,Greed,60,Retail
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-02,12245.905048999999,169,400643.99,0.11242603550295859,1.0,Greed,60,Whale
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-02,0.0,29,35103.479999999996,1.0,0.0,Greed,60,Retail
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-02,69051.70619,88,575314.52,1.0,1.0,Greed,60,Whale
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-02,-329.680689,131,240984.89,0.11450381679389313,0.6551724137931034,Greed,60,Retail
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-03,101011.685664,839,19794543.66,-0.16567342073897498,0.6900269541778976,Fear,44,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,439.634046,75,93869.36,-0.28,0.9782608695652174,Fear,44,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2440.916534,182,115299.86,0.18681318681318682,0.8690476190476191,Fear,44,Retail
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-03,14982.681725,351,1032269.1,-0.4301994301994302,0.796969696969697,Fear,44,Whale
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-03,13770.715332,119,42245.02,0.6134453781512605,1.0,Fear,44,Retail
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-03,0.0,8,18810.28,1.0,0.0,Fear,44,Retail
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-03,1474.607584,138,227057.59,0.028985507246376812,1.0,Fear,44,Retail
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-03,2161.6751200000003,15,128667.93,0.2,1.0,Fear,44,Retail
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-03,20.596691,1,999.91,-1.0,1.0,Fear,44,Retail
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-03,46742.288748,258,343928.37,-0.015503875968992248,1.0,Fear,44,Whale
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-03,160022.95082600001,69,223835.22,1.0,1.0,Fear,44,Retail
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-03,5803.573999,325,571375.07,-0.2246153846153846,0.770949720670391,Fear,44,Whale
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,375620.270243,531,5616220.88,-0.5819209039548022,0.7477477477477478,Greed,72,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,1291.500575,48,54703.67,0.2916666666666667,1.0,Greed,72,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,874.3810560000001,34,13258.83,-0.17647058823529413,0.8888888888888888,Greed,72,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-04,6403.5061239999995,9,858959.52,-1.0,1.0,Greed,72,Whale
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-04,0.0,1,15000.0,-1.0,0.0,Greed,72,Retail
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-04,1985.815595,76,121983.85,-0.9473684210526315,1.0,Greed,72,Retail
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-04,0.0,45,30451.71,-1.0,0.0,Greed,72,Retail
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-04,9167.620989,104,6044911.98,0.057692307692307696,1.0,Greed,72,Whale
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-04,0.0,6,2775.0299999999997,-1.0,0.0,Greed,72,Retail
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-04,4624.583773,731,893174.02,0.5677154582763337,0.9261744966442953,Greed,72,Whale
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-04,16102.444634,661,1623702.15,-0.21936459909228442,0.9224806201550387,Greed,72,Whale
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-04,0.0,18,68000.0,-1.0,0.0,Greed,72,Retail
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-04,806.765131,248,335267.63,-0.20161290322580644,0.6339285714285714,Greed,72,Whale
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,44400.9058,210,5582863.31,-0.2571428571428571,1.0,Neutral,54,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,696.8107239999999,83,75729.73,0.08433734939759036,0.9736842105263158,Neutral,54,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,32.72269,3,1295.7,0.3333333333333333,1.0,Neutral,54,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-05,0.0,9,149967.24,1.0,0.0,Neutral,54,Retail
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-05,14.590934,20,42145.06,-0.5,1.0,Neutral,54,Retail
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-05,0.0,25,14999.82,-1.0,0.0,Neutral,54,Retail
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-05,1843.301845,327,767744.96,0.05198776758409786,0.8129032258064516,Neutral,54,Whale
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-05,554.257954,20,11099.21,0.2,1.0,Neutral,54,Retail
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-05,-6194.283149,368,1531595.6300000001,0.42934782608695654,0.42857142857142855,Neutral,54,Whale
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-05,14644.100674,218,514427.44,-0.1559633027522936,1.0,Neutral,54,Whale
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-05,713.82809,14,51363.41,0.5714285714285714,1.0,Neutral,54,Retail
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,30897.0887,141,1432708.93,0.8723404255319149,1.0,Neutral,46,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,31.14195,17,11645.55,-0.29411764705882354,1.0,Neutral,46,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-09,378.027954,29,10230.31,-0.3793103448275862,0.88,Neutral,46,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-09,866.203569,3,270878.47000000003,-1.0,1.0,Neutral,46,Whale
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-09,627.556755,71,108650.81999999999,0.8591549295774648,1.0,Neutral,46,Retail
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-09,0.0,87,12000.32,-1.0,0.0,Neutral,46,Retail
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-09,1259.5314,103,708608.03,-0.5533980582524272,1.0,Neutral,46,Whale
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-09,312.034872,65,20960.649999999998,-0.2923076923076923,0.9523809523809523,Neutral,46,Retail
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-09,183.593223,122,91236.04,0.639344262295082,0.9545454545454546,Neutral,46,Retail
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-09,115791.92916,67,177368.06,0.014925373134328358,1.0,Neutral,46,Retail
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-09,0.0,3,1877.44,-1.0,0.0,Neutral,46,Retail
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-09,204.72190899999998,56,74755.08,0.25,1.0,Neutral,46,Retail
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,55086.0,48,1537560.0,-0.3333333333333333,1.0,Fear,43,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,436.833818,43,46267.68,-0.3488372093023256,1.0,Fear,43,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-10,4.42722,6,3127.92,-1.0,1.0,Fear,43,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-10,2069.55836,84,1215549.97,0.09523809523809523,1.0,Fear,43,Whale
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-10,0.0,24,52946.94,-1.0,0.0,Fear,43,Retail
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-10,990.674468,58,153563.73,-0.1724137931034483,1.0,Fear,43,Retail
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-10,24.634532000000036,85,59404.15,0.5294117647058824,0.4461538461538462,Fear,43,Retail
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-10,0.0,10,10894.349999999999,1.0,0.0,Fear,43,Retail
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-10,131.17446,46,26926.87,-0.2608695652173913,0.875,Fear,43,Retail
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-10,1338.39845,304,264062.05,-0.21710526315789475,1.0,Fear,43,Whale
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-10,30.785143,2,499.64,-1.0,1.0,Fear,43,Retail
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-10,0.0,17,33322.12,-1.0,0.0,Fear,43,Retail
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-10,0.0,22,13009.77,-1.0,0.0,Fear,43,Retail
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-10,3796.008199,140,207823.25,-0.3,1.0,Fear,43,Retail
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-11,0.0,6,807600.01,-1.0,0.0,Neutral,47,Whale
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,124,75901.55,-1.0,0.0,Neutral,47,Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-11,593.326371,41,40352.36,0.07317073170731707,1.0,Neutral,47,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-11,314.918282,17,7756.45,-0.4117647058823529,1.0,Neutral,47,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-11,1353.604398,56,704543.29,0.0,1.0,Neutral,47,Whale
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-11,1053.5230999999999,5,36934.96,-0.2,1.0,Neutral,47,Retail
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-11,0.0,13,9999.93,-1.0,0.0,Neutral,47,Retail
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-11,109.90750199999998,211,503396.55,0.08056872037914692,0.8247422680412371,Neutral,47,Whale
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-11,56.537437,19,10821.48,-0.47368421052631576,1.0,Neutral,47,Retail
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-11,869.757103,183,222415.75,0.6612021857923497,1.0,Neutral,47,Retail
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-11,0.0,121,276535.25,-1.0,0.0,Neutral,47,Whale
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-11,1901.6318190000002,52,101286.59,0.3076923076923077,1.0,Neutral,47,Retail
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,10152.12224,59,1603504.46,0.05084745762711865,1.0,Neutral,49,Whale
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.8489260000001,160,262595.6,0.35,1.0,Neutral,49,Whale
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-24,180.244855,61,17227.04,0.8688524590163934,1.0,Neutral,49,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,437.185458,29,15768.59,0.7241379310344828,0.9166666666666666,Neutral,49,Retail
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,856.4737299999999,41,240953.5,0.6585365853658537,1.0,Neutral,49,Retail
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-24,1925.839355,17,461880.54,0.4117647058823529,1.0,Neutral,49,Whale
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-24,0.0,44,83374.23,1.0,0.0,Neutral,49,Retail
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-24,1282.097568,55,48124.62,0.8181818181818182,0.9210526315789473,Neutral,49,Retail
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-24,0.0,45,426667.97,1.0,0.0,Neutral,49,Whale
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-24,0.0,42,20814.91,1.0,0.0,Neutral,49,Retail
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-24,10841.97075,208,231266.55,1.0,1.0,Neutral,49,Retail
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-02-24,22037.667762,4083,6720299.05,0.106539309331374,1.0,Neutral,49,Whale
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-24,0.0,28,50291.94,-0.9285714285714286,0.0,Neutral,49,Retail
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-24,-10373.274402000001,744,1040850.59,-0.08870967741935484,0.2716049382716049,Neutral,49,Whale
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,115445.395538,219,2898197.14,-0.1506849315068493,1.0,Fear,25,Whale
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,1,82910.81,-1.0,0.0,Fear,25,Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-25,168.27053,49,43286.48,0.673469387755102,1.0,Fear,25,Retail
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-25,169.617628,24,24395.72,-0.5,0.8333333333333334,Fear,25,Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,3455.584856,190,97378.41,0.4631578947368421,0.8333333333333334,Fear,25,Retail
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,11271.895074,215,1211478.04,-0.06046511627906977,1.0,Fear,25,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-25,0.0,51,997556.48,1.0,0.0,Fear,25,Whale
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-25,81776.7151,137,265784.58999999997,1.0,1.0,Fear,25,Whale
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-25,3622.6256409999996,79,189206.48,-0.569620253164557,1.0,Fear,25,Retail
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-25,8698.883848,39,24999.87,1.0,1.0,Fear,25,Retail
