Account,date,daily_pnl,vol,trades,bias,win_rate,classification,value,segment,strategy_signal
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-18,136.054186,8151.69,12,0.5,1.0,Extreme Greed,81,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-20,1676.3027260000001,11350.75,4,0.0,1.0,Greed,74,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-24,14849.788861,337139.57,19,-0.6842105263157895,1.0,Greed,73,Whale,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,-9655.676981,183247.16999999998,12,0.0,0.8333333333333334,Greed,66,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-03,0.0,6217.48,1,1.0,0.0,Greed,74,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-14,0.0,2400.87,3,-1.0,0.0,Greed,63,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-19,-1584.55781,45815.23,3,-1.0,0.0,Extreme Greed,77,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-20,-401.2638,59796.659999999996,4,-0.5,0.0,Extreme Greed,76,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-23,0.0,45000.0,4,1.0,0.0,Extreme Greed,75,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-23,2.9205,14406.83,6,0.6666666666666666,1.0,Neutral,50,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,863.956464,202453.39,63,0.047619047619047616,1.0,Extreme Fear,15,Retail,REDUCE_SIZE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-05,8187.59426,151134.41,43,-0.11627906976744186,1.0,Extreme Fear,20,Retail,REDUCE_SIZE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-10,-37230.786609,96269.09,2,-1.0,0.0,Extreme Fear,20,Retail,REDUCE_SIZE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-12,0.0,99440.18000000001,39,-1.0,0.0,Fear,34,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-17,17926.355742,391153.14,205,0.04390243902439024,1.0,Fear,32,Whale,ACCUMULATE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-18,238.31419899999997,583306.89,283,-0.6395759717314488,1.0,Fear,34,Whale,ACCUMULATE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-19,909.907336,288183.57,119,-0.9663865546218487,1.0,Fear,32,Whale,ACCUMULATE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-20,0.0,49837.98,82,-1.0,0.0,Neutral,49,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-21,0.0,30175.86,3,1.0,0.0,Fear,31,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-23,4988.749429,383297.04,93,0.11827956989247312,1.0,Fear,30,Whale,ACCUMULATE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-24,3896.627832,34072.35,20,-1.0,1.0,Neutral,45,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-25,0.0,100176.1,1,-1.0,0.0,Neutral,46,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-26,3782.33025,64238.030000000006,28,1.0,1.0,Neutral,47,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-27,6504.316844999999,274731.1,178,-0.6629213483146067,1.0,Fear,40,Whale,ACCUMULATE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,0.0,673491.65,142,-1.0,0.0,Fear,25,Whale,ACCUMULATE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,266.39774,673225.18,34,1.0,1.0,Fear,28,Whale,ACCUMULATE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-06,24553.541149999997,192087.53,68,-0.38235294117647056,1.0,Fear,34,Retail,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-07,25941.716413,3619016.91,929,0.02906350914962325,0.6377440347071583,Extreme Fear,23,Whale,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-08,3366.444714,142563.84,14,1.0,1.0,Extreme Fear,24,Retail,REDUCE_SIZE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-09,-77308.420095,2529316.8,617,0.6369529983792545,0.26996197718631176,Extreme Fear,18,Whale,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-10,-831.2396219999999,1773480.6300000001,306,-0.20915032679738563,0.8543689320388349,Fear,39,Whale,ACCUMULATE
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-13,3271.3693780000003,2702580.0,135,0.05185185185185185,1.0,Neutral,45,Whale,HOLD
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-14,128.67829,844654.19,1,-1.0,1.0,Fear,31,Whale,ACCUMULATE
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-03,100.375782,12926.69,5,-0.2,1.0,Fear,37,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-03,0.0,19061.32,2,1.0,0.0,Greed,74,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-04,540.05911,19601.33,10,-1.0,1.0,Greed,70,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,503.46257599999996,30868.5,16,-0.375,1.0,Extreme Greed,77,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,0.0,9836.88,1,1.0,0.0,Extreme Greed,78,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,393.07947,10229.96,4,-1.0,1.0,Extreme Greed,76,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,0.0,5276.5599999999995,4,1.0,0.0,Extreme Greed,80,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,135.09947,14880.86,8,-0.75,1.0,Extreme Greed,84,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,0.0,32576.25,35,1.0,0.0,Extreme Greed,80,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-19,245.44495999999998,32821.74,5,-1.0,1.0,Extreme Greed,90,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,1050.894,65796.23,22,0.36363636363636365,1.0,Extreme Greed,94,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-23,788.45072,21638.73,7,-1.0,1.0,Extreme Greed,93,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-26,0.0,36446.43,36,1.0,0.0,Extreme Greed,79,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-28,3855.7522,40302.17,25,-1.0,1.0,Extreme Greed,77,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-29,0.0,133251.1,10,1.0,0.0,Extreme Greed,78,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-02,0.0,46692.72,1,1.0,0.0,Extreme Greed,80,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-26,29897.971695000004,73534.5,32,0.375,1.0,Extreme Greed,79,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-28,0.0,61546.78,10,1.0,0.0,Greed,72,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-12,3699.757273,23875.1,3,-1.0,1.0,Greed,62,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-13,0.0,0.22,1,-1.0,0.0,Greed,61,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-14,8019.163096,63734.69,1,-1.0,1.0,Neutral,48,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,0.0,63727.4,1,1.0,0.0,Fear,28,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,562.1943200000001,64289.35,19,-1.0,1.0,Fear,30,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,0.0,64267.24999999999,21,0.9047619047619048,0.0,Fear,34,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,110.553364,64377.46000000001,19,-1.0,1.0,Extreme Fear,18,Retail,REDUCE_SIZE
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,0.0,64371.16,6,0.6666666666666666,0.0,Fear,39,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,3593.989207,67964.39,27,-1.0,1.0,Fear,43,Retail,HOLD
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,0.0,0.69,1,-1.0,0.0,Neutral,45,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,0.0,480326.66,45,-1.0,0.0,Greed,72,Whale,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1762.46,67508.1,10,1.0,1.0,Extreme Greed,83,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,27.63736,79521.26,20,-0.8,1.0,Extreme Greed,87,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,0.0,135586.94,44,-1.0,0.0,Extreme Greed,81,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,2229.5212300000003,19948.06,4,1.0,1.0,Extreme Greed,75,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,12082.95,27187.5,2,1.0,1.0,Greed,70,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,0.0,30187.510000000002,7,-1.0,0.0,Greed,73,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,0.0,35601.47,12,-1.0,0.0,Greed,70,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,0.0,96910.0,2,-1.0,0.0,Greed,70,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,0.0,45251.76,30,-1.0,0.0,Extreme Greed,75,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,0.0,51613.57,5,-1.0,0.0,Fear,44,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,0.0,24947.14,12,-1.0,0.0,Neutral,48,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,11894.061848,58503.1,11,1.0,1.0,Fear,28,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,9461.082288,149251.29,61,-0.9016393442622951,1.0,Extreme Fear,24,Retail,REDUCE_SIZE
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,16017.255710000001,9614.24,8,1.0,1.0,Fear,27,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,74293.663505,78359.31,25,1.0,1.0,Neutral,46,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,63015.976505,114984.85,5,0.6,1.0,Fear,34,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,0.0,338670.98,58,-0.27586206896551724,0.0,Fear,32,Whale,ACCUMULATE
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,0.0,99526.98,11,-1.0,0.0,Neutral,46,Retail,HOLD
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,8720.984286,44026.89,11,1.0,1.0,Fear,39,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,0.0,48733.65,20,1.0,0.0,Greed,66,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,0.0,51261.869999999995,68,1.0,0.0,Greed,72,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,0.0,23168.39,3,1.0,0.0,Greed,64,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,57478.456026,169507.75,8,-1.0,1.0,Greed,60,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,88084.992348,245547.44,229,-1.0,1.0,Greed,71,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,0.0,0.67,2,-1.0,0.0,Greed,69,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,0.0,0.94,1,-1.0,0.0,Greed,68,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,0.0,0.12,1,-1.0,0.0,Neutral,48,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,0.0,0.68,1,-1.0,0.0,Fear,40,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,0.0,0.61,1,-1.0,0.0,Fear,25,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,0.0,0.67,1,-1.0,0.0,Fear,31,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,0.0,0.53,1,-1.0,0.0,Fear,30,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,0.0,0.62,1,-1.0,0.0,Fear,34,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,0.0,0.96,1,-1.0,0.0,Fear,29,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,0.0,0.54,1,-1.0,0.0,Fear,37,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,0.0,0.65,1,-1.0,0.0,Neutral,50,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,36165.56933,165648.12,23,-1.0,1.0,Neutral,54,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,0.0,0.61,1,-1.0,0.0,Neutral,49,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,0.0,0.73,1,-1.0,0.0,Fear,32,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124284.948775,124285.34,15,-1.0,1.0,Extreme Greed,78,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,5615.052102,417119.94,93,0.4838709677419355,1.0,Fear,44,Whale,ACCUMULATE
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,22795.8104,460247.95,108,0.16666666666666666,1.0,Neutral,46,Whale,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,82117.04336,382634.58,255,-1.0,1.0,Greed,55,Whale,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,0.0,440050.95,79,1.0,0.0,Extreme Fear,18,Whale,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,0.0,96043.49,78,-1.0,0.0,Fear,29,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,0.0,87844.56,58,-1.0,0.0,Fear,33,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,0.0,110627.96,132,-1.0,0.0,Greed,65,Retail,HOLD
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,0.0,143378.9,54,-1.0,0.0,Greed,60,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,8.570313,1996.67,8,0.75,1.0,Extreme Greed,84,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,197.422418,1434.8600000000001,4,0.0,1.0,Extreme Greed,81,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,30.727222,13860.79,42,0.23809523809523808,1.0,Extreme Greed,76,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,910.584797,81173.16,102,-0.23529411764705882,0.5,Extreme Greed,78,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,3174.023699,170421.23,290,0.0,0.8983050847457628,Extreme Greed,84,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,514.886454,108996.49,108,0.12962962962962962,0.8421052631578947,Greed,72,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,1040.616939,104429.77,180,-0.07777777777777778,0.8513513513513513,Extreme Greed,75,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,227.072158,29213.01,69,-0.043478260869565216,0.9259259259259259,Extreme Greed,79,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,311.290605,21974.62,55,0.16363636363636364,0.8636363636363636,Extreme Greed,78,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,1474.670598,93195.85,182,0.1978021978021978,0.881578947368421,Extreme Greed,78,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,1157.689489,99971.13,325,-0.28,0.990909090909091,Greed,74,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,574.398074,72883.76,159,-0.05660377358490566,0.7540983606557377,Extreme Greed,83,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,587.630504,84942.25,148,0.05405405405405406,0.8813559322033898,Extreme Greed,76,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,1178.021061,30278.13,62,0.16129032258064516,0.875,Extreme Greed,83,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,10303.889423,112668.17,181,0.03867403314917127,1.0,Extreme Greed,80,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,333.398209,52876.26,92,-0.21739130434782608,0.84375,Extreme Greed,83,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,21172.081622,129805.8,396,-0.2474747474747475,0.8226950354609929,Extreme Greed,87,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,3311.822419,86052.91,226,0.035398230088495575,0.5662650602409639,Extreme Greed,81,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,3491.018544,57751.18,135,0.0962962962962963,0.984375,Extreme Greed,75,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,6049.6938279999995,91938.23,128,0.09375,0.9642857142857143,Greed,74,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,7454.276452,108787.48,229,-0.42358078602620086,0.9052631578947369,Greed,73,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,1063.854341,45077.15,102,0.0196078431372549,0.6666666666666666,Greed,73,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,4704.4420789999995,232631.06,486,-0.02880658436213992,0.8391304347826087,Greed,70,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,1506.989241,47558.84,121,-0.0743801652892562,0.8225806451612904,Greed,73,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,271.246809,42991.41,99,-0.1717171717171717,0.75,Greed,73,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,9136.439892,140106.52,160,-0.425,0.9032258064516129,Extreme Greed,79,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,1473.2450880000001,50553.15,115,0.21739130434782608,0.9210526315789473,Greed,74,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,74.156745,12309.66,43,-0.5348837209302325,1.0,Greed,72,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1609.679253,43522.47,92,0.043478260869565216,1.0,Greed,73,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,240.749155,31326.61,59,0.22033898305084745,0.967741935483871,Greed,65,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,97.688169,53653.47,99,-0.31313131313131315,0.5,Greed,64,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,10126.42,16,0.125,1.0,Greed,66,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,677.276764,49367.17,90,-0.3333333333333333,0.9555555555555556,Greed,70,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,846.655814,32800.7,102,0.0,0.5217391304347826,Greed,74,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,73.451675,35836.36,57,-0.2982456140350877,0.8823529411764706,Greed,73,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,8.594753,16718.76,38,-0.9473684210526315,0.8,Greed,72,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,559.643925,34855.47,84,-0.35714285714285715,0.5862068965517241,Extreme Greed,76,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,289.257865,52479.39,40,0.5,0.9117647058823529,Extreme Greed,78,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1377.989592,98159.5,187,0.33689839572192515,0.7023809523809523,Greed,70,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,279.587921,47362.46,95,-0.05263157894736842,0.6923076923076923,Greed,69,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-271.259943,56878.56,97,-0.1958762886597938,0.6046511627906976,Neutral,50,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,71.39075800000003,18892.82,39,-0.1794871794871795,0.35,Greed,69,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,103.67729899999999,12408.44,44,-0.5454545454545454,0.75,Greed,62,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-13,218.429393,36198.159999999996,67,-0.16417910447761194,0.5333333333333333,Greed,61,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-14,992.803005,38267.17,79,-0.21518987341772153,0.9259259259259259,Greed,63,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-15,361.155853,57030.04,72,-0.5277777777777778,0.7714285714285715,Greed,70,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-16,319.22369499999996,41126.4,88,-0.5227272727272727,0.7666666666666667,Extreme Greed,75,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-17,498.16985999999997,27936.4,50,-0.2,1.0,Extreme Greed,75,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-18,307.105046,19851.68,34,0.058823529411764705,0.8095238095238095,Extreme Greed,77,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-19,541.742729,23085.75,27,0.1111111111111111,1.0,Extreme Greed,77,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-20,2262.94445,74679.35,66,0.42424242424242425,0.8409090909090909,Extreme Greed,76,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-21,287.821918,8391.970000000001,13,0.38461538461538464,1.0,Extreme Greed,76,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-22,2867.6138889999997,57621.06,98,-0.5102040816326531,0.9459459459459459,Extreme Greed,84,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-23,420.491149,13030.16,26,0.46153846153846156,0.8571428571428571,Extreme Greed,75,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-24,553.5255989999999,23353.56,40,0.4,0.9,Extreme Greed,75,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-25,416.148576,21878.85,36,0.05555555555555555,0.9523809523809523,Extreme Greed,75,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-26,535.938645,10555.17,18,-0.5555555555555556,1.0,Greed,73,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-27,1295.825632,49840.7,83,0.6144578313253012,0.8095238095238095,Greed,71,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-28,475.702642,24844.39,43,-0.627906976744186,0.7714285714285715,Greed,72,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-29,41.935052,6247.03,14,0.8571428571428571,1.0,Greed,72,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-30,783.829317,27933.38,44,-0.8181818181818182,0.95,Greed,70,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-31,488.582241,24289.19,57,-0.6140350877192983,1.0,Extreme Greed,76,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-01,526.448209,16189.18,33,0.3939393939393939,0.92,Greed,68,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-02,-782.6517170000001,51360.13,108,0.5370370370370371,0.7105263157894737,Greed,60,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-03,2440.916534,115299.86,182,0.18681318681318682,0.8690476190476191,Fear,44,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-04,874.3810560000001,13258.83,34,-0.17647058823529413,0.8888888888888888,Greed,72,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-05,32.72269,1295.7,3,0.3333333333333333,1.0,Neutral,54,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-06,922.6724320000001,26120.86,63,0.23809523809523808,0.9375,Neutral,49,Retail,HOLD
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-07,126.11297599999999,4899.89,17,0.058823529411764705,0.9333333333333333,Fear,44,Retail,HOLD
